id,name,email,openId,barangay
1883,"Ramon Morales","ramon.morales@calauan.local","demo-farmer-1883","Silangan Talaongan"
1884,"Gloria Gonzalez","gloria.gonzalez@calauan.local","demo-farmer-1884","Santo Tomas"
1885,"Manuel Mendoza","manuel.mendoza@calauan.local","demo-farmer-1885","Dayap"
1886,"Isabel Ramos","isabel.ramos@calauan.local","demo-farmer-1886","Poblacion 4"
1887,"Francisco Diaz","francisco.diaz@calauan.local","demo-farmer-1887","Masili"
1888,"Roberto Torres","roberto.torres@calauan.local","demo-farmer-1888","Poblacion 5"
1889,"Pedro Del Rosario","pedro.del.rosario@calauan.local","demo-farmer-1889","Poblacion 3"
1890,"Ricardo Garcia","ricardo.garcia@calauan.local","demo-farmer-1890","Poblacion 1"
1891,"Gloria Sanchez","gloria.sanchez@calauan.local","demo-farmer-1891","Dayap"
1892,"Patricia Reyes","patricia.reyes@calauan.local","demo-farmer-1892","Poblacion 3"
1893,"Jose Bautista","jose.bautista@calauan.local","demo-farmer-1893","Poblacion 4"
1894,"Juan Torres","juan.torres@calauan.local","demo-farmer-1894","Poblacion 1"
1895,"Pedro Sanchez","pedro.sanchez@calauan.local","demo-farmer-1895","Bungkol"
1896,"Dolores Morales","dolores.morales@calauan.local","demo-farmer-1896","Poblacion 2"
1897,"Ana Fernandez","ana.fernandez@calauan.local","demo-farmer-1897","San Isidro"
1898,"Luis Gutierrez","luis.gutierrez@calauan.local","demo-farmer-1898","Poblacion 5"
1899,"Ana Reyes","ana.reyes@calauan.local","demo-farmer-1899","Calumpang"
1900,"Gloria Ramos","gloria.ramos@calauan.local","demo-farmer-1900","Poblacion 1"
1901,"Concepcion Rivera","concepcion.rivera@calauan.local","demo-farmer-1901","Lamot 2"
1902,"Ricardo Lopez","ricardo.lopez@calauan.local","demo-farmer-1902","Bungkol"
1903,"Manuel Santos","manuel.santos@calauan.local","demo-farmer-1903","Dayap"
1904,"Antonio Castro","antonio.castro@calauan.local","demo-farmer-1904","Masili"
1905,"Roberto Cruz","roberto.cruz@calauan.local","demo-farmer-1905","Poblacion 1"
1906,"Carmen Castro","carmen.castro@calauan.local","demo-farmer-1906","Santo Tomas"
1907,"Roberto Jimenez","roberto.jimenez@calauan.local","demo-farmer-1907","Calumpang"
1908,"Mercedes Diaz","mercedes.diaz@calauan.local","demo-farmer-1908","Lamot 2"
1909,"Jose Ramos","jose.ramos@calauan.local","demo-farmer-1909","Calumpang"
1910,"Manuel Perez","manuel.perez@calauan.local","demo-farmer-1910","Lamot 2"
1911,"Isabel Reyes","isabel.reyes@calauan.local","demo-farmer-1911","Santo Tomas"
1912,"Rosa Villanueva","rosa.villanueva@calauan.local","demo-farmer-1912","Lamot 1"
1913,"Jose Rivera","jose.rivera@calauan.local","demo-farmer-1913","Poblacion 5"
1914,"Luis Cruz","luis.cruz@calauan.local","demo-farmer-1914","Palina"
1915,"Carmen Del Rosario","carmen.del.rosario@calauan.local","demo-farmer-1915","Silangan Talaongan"
1916,"Alfredo Torres","alfredo.torres@calauan.local","demo-farmer-1916","Masili"
1917,"Jose Gonzalez","jose.gonzalez@calauan.local","demo-farmer-1917","Poblacion 1"
1918,"Carlos Cruz","carlos.cruz@calauan.local","demo-farmer-1918","Lamot 1"
1919,"Concepcion Aquino","concepcion.aquino@calauan.local","demo-farmer-1919","Kanluran Talaongan"
1920,"Juan Bautista","juan.bautista@calauan.local","demo-farmer-1920","Dila"
1921,"Miguel Villanueva","miguel.villanueva@calauan.local","demo-farmer-1921","Kanluran Talaongan"
1922,"Pedro Mendoza","pedro.mendoza@calauan.local","demo-farmer-1922","Silangan Talaongan"
1923,"Rosa Martinez","rosa.martinez@calauan.local","demo-farmer-1923","Dayap"
1924,"Alfredo Aquino","alfredo.aquino@calauan.local","demo-farmer-1924","Poblacion 3"
1925,"Isabel Garcia","isabel.garcia@calauan.local","demo-farmer-1925","Poblacion 1"
1926,"Patricia Morales","patricia.morales@calauan.local","demo-farmer-1926","Balayhangin"
1927,"Gloria Perez","gloria.perez@calauan.local","demo-farmer-1927","Silangan Talaongan"
1928,"Jose Flores","jose.flores@calauan.local","demo-farmer-1928","Poblacion 4"
1929,"Jose Santos","jose.santos@calauan.local","demo-farmer-1929","Poblacion 5"
1930,"Carmen Rivera","carmen.rivera@calauan.local","demo-farmer-1930","Dayap"
1931,"Jose Mendoza","jose.mendoza@calauan.local","demo-farmer-1931","Bungkol"
1932,"Antonio Herrera","antonio.herrera@calauan.local","demo-farmer-1932","Talolong"
1933,"Ana Ortiz","ana.ortiz@calauan.local","demo-farmer-1933","Bubukal"
1934,"Isabel Ortiz","isabel.ortiz@calauan.local","demo-farmer-1934","Bungkol"
1935,"Carmen Garcia","carmen.garcia@calauan.local","demo-farmer-1935","Santo Tomas"
1936,"Gloria Rivera","gloria.rivera@calauan.local","demo-farmer-1936","San Isidro"
1937,"Teresa Ramirez","teresa.ramirez@calauan.local","demo-farmer-1937","Poblacion 5"
1938,"Antonio Lopez","antonio.lopez@calauan.local","demo-farmer-1938","Santo Tomas"
1939,"Miguel Morales","miguel.morales@calauan.local","demo-farmer-1939","Talolong"
1940,"Patricia Rivera","patricia.rivera@calauan.local","demo-farmer-1940","Talolong"
1941,"Antonio Diaz","antonio.diaz@calauan.local","demo-farmer-1941","Poblacion 4"
1942,"Isabel Jimenez","isabel.jimenez@calauan.local","demo-farmer-1942","Silangan Talaongan"
1943,"Miguel Rivera","miguel.rivera@calauan.local","demo-farmer-1943","Poblacion 2"
1944,"Ramon Ortiz","ramon.ortiz@calauan.local","demo-farmer-1944","Bungkol"
1945,"Juan Flores","juan.flores@calauan.local","demo-farmer-1945","Bungkol"
1946,"Juan Herrera","juan.herrera@calauan.local","demo-farmer-1946","Calumpang"
1947,"Vicente Villanueva","vicente.villanueva@calauan.local","demo-farmer-1947","Poblacion 5"
1948,"Elena Del Rosario","elena.del.rosario@calauan.local","demo-farmer-1948","Dila"
1949,"Ana Martinez","ana.martinez@calauan.local","demo-farmer-1949","Santo Tomas"
1950,"Ramon Garcia","ramon.garcia@calauan.local","demo-farmer-1950","Lamot 2"
1951,"Fernando Gonzalez","fernando.gonzalez@calauan.local","demo-farmer-1951","Santo Tomas"
1952,"Manuel Villanueva","manuel.villanueva@calauan.local","demo-farmer-1952","Silangan Talaongan"
1953,"Luis Mendoza","luis.mendoza@calauan.local","demo-farmer-1953","Calumpang"
1954,"Rosa Perez","rosa.perez@calauan.local","demo-farmer-1954","Poblacion 1"
1955,"Elena Herrera","elena.herrera@calauan.local","demo-farmer-1955","Poblacion 5"
1956,"Pedro Bautista","pedro.bautista@calauan.local","demo-farmer-1956","Palina"
1957,"Patricia Bautista","patricia.bautista@calauan.local","demo-farmer-1957","Masili"
1958,"Elena Ramos","elena.ramos@calauan.local","demo-farmer-1958","Poblacion 1"
1959,"Manuel Rivera","manuel.rivera@calauan.local","demo-farmer-1959","Poblacion 1"
1960,"Antonio Diaz","antonio.diaz@calauan.local","demo-farmer-1960","Calumpang"
1961,"Roberto Mendoza","roberto.mendoza@calauan.local","demo-farmer-1961","Poblacion 3"
1962,"Maria Aquino","maria.aquino@calauan.local","demo-farmer-1962","Dila"
1963,"Ramon Cruz","ramon.cruz@calauan.local","demo-farmer-1963","Calumpang"
1964,"Maria Perez","maria.perez@calauan.local","demo-farmer-1964","Lamot 2"
1965,"Jose Gonzalez","jose.gonzalez@calauan.local","demo-farmer-1965","Masili"
1966,"Miguel Gutierrez","miguel.gutierrez@calauan.local","demo-farmer-1966","Kanluran Talaongan"
1967,"Fernando Reyes","fernando.reyes@calauan.local","demo-farmer-1967","Balayhangin"
1968,"Roberto Cruz","roberto.cruz@calauan.local","demo-farmer-1968","Poblacion 4"
1969,"Rosa Mendoza","rosa.mendoza@calauan.local","demo-farmer-1969","Calumpang"
1970,"Teresa Ramos","teresa.ramos@calauan.local","demo-farmer-1970","Poblacion 1"
1971,"Miguel Torres","miguel.torres@calauan.local","demo-farmer-1971","Calumpang"
1972,"Carlos Torres","carlos.torres@calauan.local","demo-farmer-1972","Dayap"
1973,"Carmen Gutierrez","carmen.gutierrez@calauan.local","demo-farmer-1973","Santo Tomas"
1974,"Miguel Morales","miguel.morales@calauan.local","demo-farmer-1974","Poblacion 3"
1975,"Mercedes Reyes","mercedes.reyes@calauan.local","demo-farmer-1975","Dila"
1976,"Ramon Sanchez","ramon.sanchez@calauan.local","demo-farmer-1976","Kanluran Talaongan"
1977,"Carlos Villanueva","carlos.villanueva@calauan.local","demo-farmer-1977","San Isidro"
1978,"Teresa Flores","teresa.flores@calauan.local","demo-farmer-1978","Balayhangin"
1979,"Carmen Gutierrez","carmen.gutierrez@calauan.local","demo-farmer-1979","Balayhangin"
1980,"Luis Jimenez","luis.jimenez@calauan.local","demo-farmer-1980","Talolong"
1981,"Ramon Herrera","ramon.herrera@calauan.local","demo-farmer-1981","Bubukal"
1982,"Mercedes Herrera","mercedes.herrera@calauan.local","demo-farmer-1982","Bungkol"
1983,"Roberto Perez","roberto.perez@calauan.local","demo-farmer-1983","Poblacion 1"
1984,"Maria Villanueva","maria.villanueva@calauan.local","demo-farmer-1984","Lamot 1"
1985,"Francisco Mendoza","francisco.mendoza@calauan.local","demo-farmer-1985","Balayhangin"
1986,"Miguel Castro","miguel.castro@calauan.local","demo-farmer-1986","Poblacion 3"
1987,"Mercedes Ramos","mercedes.ramos@calauan.local","demo-farmer-1987","Poblacion 1"
1988,"Maria Morales","maria.morales@calauan.local","demo-farmer-1988","Bubukal"
1989,"Ricardo Garcia","ricardo.garcia@calauan.local","demo-farmer-1989","Lamot 1"
1990,"Miguel Mendoza","miguel.mendoza@calauan.local","demo-farmer-1990","Poblacion 1"
1991,"Francisco Garcia","francisco.garcia@calauan.local","demo-farmer-1991","Poblacion 4"
1992,"Vicente Garcia","vicente.garcia@calauan.local","demo-farmer-1992","Poblacion 5"
1993,"Rosa Flores","rosa.flores@calauan.local","demo-farmer-1993","Kanluran Talaongan"
1994,"Roberto Rivera","roberto.rivera@calauan.local","demo-farmer-1994","Poblacion 5"
1995,"Mercedes Aquino","mercedes.aquino@calauan.local","demo-farmer-1995","Poblacion 2"
1996,"Jose Villanueva","jose.villanueva@calauan.local","demo-farmer-1996","Poblacion 1"
1997,"Roberto Villanueva","roberto.villanueva@calauan.local","demo-farmer-1997","Masili"
1998,"Mercedes Martinez","mercedes.martinez@calauan.local","demo-farmer-1998","Dayap"
1999,"Isabel Torres","isabel.torres@calauan.local","demo-farmer-1999","Calumpang"
2000,"Isabel Fernandez","isabel.fernandez@calauan.local","demo-farmer-2000","Poblacion 3"
2001,"Antonio Gutierrez","antonio.gutierrez@calauan.local","demo-farmer-2001","Talolong"
2002,"Ramon Martinez","ramon.martinez@calauan.local","demo-farmer-2002","Poblacion 3"
2003,"Jose Gutierrez","jose.gutierrez@calauan.local","demo-farmer-2003","Poblacion 3"
2004,"Francisco Cruz","francisco.cruz@calauan.local","demo-farmer-2004","Lamot 2"
2005,"Vicente Bautista","vicente.bautista@calauan.local","demo-farmer-2005","Dila"
2006,"Concepcion Mendoza","concepcion.mendoza@calauan.local","demo-farmer-2006","Palina"
2007,"Vicente Santos","vicente.santos@calauan.local","demo-farmer-2007","Poblacion 5"
2008,"Gloria Perez","gloria.perez@calauan.local","demo-farmer-2008","Dayap"
2009,"Gloria Ortiz","gloria.ortiz@calauan.local","demo-farmer-2009","Santo Tomas"
2010,"Luis Morales","luis.morales@calauan.local","demo-farmer-2010","Lamot 1"
2011,"Concepcion Rivera","concepcion.rivera@calauan.local","demo-farmer-2011","Poblacion 4"
2012,"Mercedes Herrera","mercedes.herrera@calauan.local","demo-farmer-2012","Dayap"
2013,"Mercedes Lopez","mercedes.lopez@calauan.local","demo-farmer-2013","Bubukal"
2014,"Ricardo Rivera","ricardo.rivera@calauan.local","demo-farmer-2014","Lamot 2"
2015,"Ana Fernandez","ana.fernandez@calauan.local","demo-farmer-2015","Palina"
2016,"Mercedes Reyes","mercedes.reyes@calauan.local","demo-farmer-2016","Palina"
2017,"Ramon Torres","ramon.torres@calauan.local","demo-farmer-2017","Dila"
2018,"Rosa Garcia","rosa.garcia@calauan.local","demo-farmer-2018","Silangan Talaongan"
2019,"Ricardo Santos","ricardo.santos@calauan.local","demo-farmer-2019","Masili"
2020,"Concepcion Ramirez","concepcion.ramirez@calauan.local","demo-farmer-2020","San Isidro"
2021,"Alfredo Rivera","alfredo.rivera@calauan.local","demo-farmer-2021","Masili"
2022,"Isabel Flores","isabel.flores@calauan.local","demo-farmer-2022","Dayap"
2023,"Gloria Herrera","gloria.herrera@calauan.local","demo-farmer-2023","Lamot 1"
2024,"Teresa Martinez","teresa.martinez@calauan.local","demo-farmer-2024","Masili"
2025,"Jose Sanchez","jose.sanchez@calauan.local","demo-farmer-2025","Lamot 1"
2026,"Manuel Morales","manuel.morales@calauan.local","demo-farmer-2026","Talolong"
2027,"Rosa Gutierrez","rosa.gutierrez@calauan.local","demo-farmer-2027","Bubukal"
2028,"Rosa Mendoza","rosa.mendoza@calauan.local","demo-farmer-2028","Bubukal"
2029,"Isabel Castro","isabel.castro@calauan.local","demo-farmer-2029","Poblacion 3"
2030,"Ricardo Bautista","ricardo.bautista@calauan.local","demo-farmer-2030","Poblacion 2"
2031,"Rosa Sanchez","rosa.sanchez@calauan.local","demo-farmer-2031","Poblacion 3"
2032,"Luis Gonzalez","luis.gonzalez@calauan.local","demo-farmer-2032","Bubukal"
2033,"Luis Gonzalez","luis.gonzalez@calauan.local","demo-farmer-2033","Kanluran Talaongan"
2034,"Carlos Mendoza","carlos.mendoza@calauan.local","demo-farmer-2034","Masili"
2035,"Mercedes Perez","mercedes.perez@calauan.local","demo-farmer-2035","Poblacion 3"
2036,"Francisco Fernandez","francisco.fernandez@calauan.local","demo-farmer-2036","Calumpang"
2037,"Fernando Gonzalez","fernando.gonzalez@calauan.local","demo-farmer-2037","Lamot 1"
2038,"Luis Mendoza","luis.mendoza@calauan.local","demo-farmer-2038","Masili"
2039,"Teresa Aquino","teresa.aquino@calauan.local","demo-farmer-2039","Calumpang"
2040,"Rosa Mendoza","rosa.mendoza@calauan.local","demo-farmer-2040","Masili"
2041,"Dolores Castro","dolores.castro@calauan.local","demo-farmer-2041","Dayap"
2042,"Concepcion Garcia","concepcion.garcia@calauan.local","demo-farmer-2042","Kanluran Talaongan"
2043,"Rosa Castro","rosa.castro@calauan.local","demo-farmer-2043","Dila"
2044,"Maria Ramirez","maria.ramirez@calauan.local","demo-farmer-2044","Poblacion 5"
2045,"Patricia Ortiz","patricia.ortiz@calauan.local","demo-farmer-2045","Lamot 1"
2046,"Rosa Santos","rosa.santos@calauan.local","demo-farmer-2046","Palina"
2047,"Roberto Mendoza","roberto.mendoza@calauan.local","demo-farmer-2047","Balayhangin"
2048,"Alfredo Garcia","alfredo.garcia@calauan.local","demo-farmer-2048","Santo Tomas"
2049,"Jose Aquino","jose.aquino@calauan.local","demo-farmer-2049","Dayap"
2050,"Mercedes Garcia","mercedes.garcia@calauan.local","demo-farmer-2050","Silangan Talaongan"
2051,"Carmen Martinez","carmen.martinez@calauan.local","demo-farmer-2051","Lamot 1"
2052,"Manuel Aquino","manuel.aquino@calauan.local","demo-farmer-2052","Kanluran Talaongan"
2053,"Antonio Mendoza","antonio.mendoza@calauan.local","demo-farmer-2053","Poblacion 3"
2054,"Luis Mendoza","luis.mendoza@calauan.local","demo-farmer-2054","San Isidro"
2055,"Gloria Lopez","gloria.lopez@calauan.local","demo-farmer-2055","Bubukal"
2056,"Ramon Santos","ramon.santos@calauan.local","demo-farmer-2056","Kanluran Talaongan"
2057,"Rosa Reyes","rosa.reyes@calauan.local","demo-farmer-2057","Lamot 1"
2058,"Ricardo Aquino","ricardo.aquino@calauan.local","demo-farmer-2058","Santo Tomas"
2059,"Roberto Jimenez","roberto.jimenez@calauan.local","demo-farmer-2059","Kanluran Talaongan"
2060,"Gloria Santos","gloria.santos@calauan.local","demo-farmer-2060","Poblacion 4"
2061,"Fernando Bautista","fernando.bautista@calauan.local","demo-farmer-2061","Santo Tomas"
2062,"Maria Ramirez","maria.ramirez@calauan.local","demo-farmer-2062","Palina"
2063,"Mercedes Bautista","mercedes.bautista@calauan.local","demo-farmer-2063","Dila"
2064,"Isabel Ortiz","isabel.ortiz@calauan.local","demo-farmer-2064","Poblacion 2"
2065,"Fernando Herrera","fernando.herrera@calauan.local","demo-farmer-2065","Balayhangin"
2066,"Luis Sanchez","luis.sanchez@calauan.local","demo-farmer-2066","Talolong"
2067,"Ramon Diaz","ramon.diaz@calauan.local","demo-farmer-2067","Santo Tomas"
2068,"Jose Flores","jose.flores@calauan.local","demo-farmer-2068","Poblacion 4"
2069,"Juan Mendoza","juan.mendoza@calauan.local","demo-farmer-2069","Bungkol"
2070,"Roberto Mendoza","roberto.mendoza@calauan.local","demo-farmer-2070","Poblacion 3"
2071,"Mercedes Martinez","mercedes.martinez@calauan.local","demo-farmer-2071","Balayhangin"
2072,"Francisco Perez","francisco.perez@calauan.local","demo-farmer-2072","Dila"
2073,"Patricia Herrera","patricia.herrera@calauan.local","demo-farmer-2073","Talolong"
2074,"Pedro Cruz","pedro.cruz@calauan.local","demo-farmer-2074","Bubukal"
2075,"Maria Martinez","maria.martinez@calauan.local","demo-farmer-2075","Balayhangin"
2076,"Mercedes Jimenez","mercedes.jimenez@calauan.local","demo-farmer-2076","Bubukal"
2077,"Antonio Sanchez","antonio.sanchez@calauan.local","demo-farmer-2077","Poblacion 2"
2078,"Alfredo Morales","alfredo.morales@calauan.local","demo-farmer-2078","Bubukal"
2079,"Patricia Ortiz","patricia.ortiz@calauan.local","demo-farmer-2079","Talolong"
2080,"Maria Aquino","maria.aquino@calauan.local","demo-farmer-2080","Talolong"
2081,"Ana Garcia","ana.garcia@calauan.local","demo-farmer-2081","Kanluran Talaongan"
2082,"Rosa Perez","rosa.perez@calauan.local","demo-farmer-2082","San Isidro"
2083,"Carmen Morales","carmen.morales@calauan.local","demo-farmer-2083","Poblacion 4"
2084,"Fernando Fernandez","fernando.fernandez@calauan.local","demo-farmer-2084","Talolong"
2085,"Francisco Diaz","francisco.diaz@calauan.local","demo-farmer-2085","Silangan Talaongan"
2086,"Roberto Garcia","roberto.garcia@calauan.local","demo-farmer-2086","Dayap"
2087,"Fernando Del Rosario","fernando.del.rosario@calauan.local","demo-farmer-2087","Poblacion 4"
2088,"Teresa Bautista","teresa.bautista@calauan.local","demo-farmer-2088","Calumpang"
2089,"Gloria Torres","gloria.torres@calauan.local","demo-farmer-2089","Bubukal"
2090,"Ricardo Santos","ricardo.santos@calauan.local","demo-farmer-2090","Talolong"
2091,"Rosa Reyes","rosa.reyes@calauan.local","demo-farmer-2091","Lamot 1"
2092,"Antonio Gutierrez","antonio.gutierrez@calauan.local","demo-farmer-2092","Palina"
2093,"Maria Sanchez","maria.sanchez@calauan.local","demo-farmer-2093","Balayhangin"
2094,"Miguel Torres","miguel.torres@calauan.local","demo-farmer-2094","Calumpang"
2095,"Teresa Morales","teresa.morales@calauan.local","demo-farmer-2095","Balayhangin"
2096,"Pedro Santos","pedro.santos@calauan.local","demo-farmer-2096","Poblacion 5"
2097,"Dolores Lopez","dolores.lopez@calauan.local","demo-farmer-2097","Talolong"
2098,"Alfredo Del Rosario","alfredo.del.rosario@calauan.local","demo-farmer-2098","Dayap"
2099,"Alfredo Martinez","alfredo.martinez@calauan.local","demo-farmer-2099","Santo Tomas"
2100,"Francisco Garcia","francisco.garcia@calauan.local","demo-farmer-2100","Dila"
2101,"Carlos Lopez","carlos.lopez@calauan.local","demo-farmer-2101","Masili"
2102,"Luis Mendoza","luis.mendoza@calauan.local","demo-farmer-2102","Poblacion 4"
2103,"Carlos Ortiz","carlos.ortiz@calauan.local","demo-farmer-2103","Palina"
2104,"Maria Perez","maria.perez@calauan.local","demo-farmer-2104","Balayhangin"
2105,"Maria Rivera","maria.rivera@calauan.local","demo-farmer-2105","Balayhangin"
2106,"Manuel Rivera","manuel.rivera@calauan.local","demo-farmer-2106","San Isidro"
2107,"Teresa Jimenez","teresa.jimenez@calauan.local","demo-farmer-2107","Poblacion 2"
2108,"Patricia Martinez","patricia.martinez@calauan.local","demo-farmer-2108","Bungkol"
2109,"Ramon Gutierrez","ramon.gutierrez@calauan.local","demo-farmer-2109","Silangan Talaongan"
2110,"Teresa Perez","teresa.perez@calauan.local","demo-farmer-2110","Lamot 1"
2111,"Isabel Herrera","isabel.herrera@calauan.local","demo-farmer-2111","Talolong"
2112,"Fernando Reyes","fernando.reyes@calauan.local","demo-farmer-2112","Bubukal"
2113,"Isabel Garcia","isabel.garcia@calauan.local","demo-farmer-2113","Lamot 2"
2114,"Alfredo Villanueva","alfredo.villanueva@calauan.local","demo-farmer-2114","San Isidro"
2115,"Concepcion Ramos","concepcion.ramos@calauan.local","demo-farmer-2115","Santo Tomas"
2116,"Antonio Garcia","antonio.garcia@calauan.local","demo-farmer-2116","Poblacion 4"
2117,"Fernando Ramirez","fernando.ramirez@calauan.local","demo-farmer-2117","Kanluran Talaongan"
2118,"Rosa Rivera","rosa.rivera@calauan.local","demo-farmer-2118","Poblacion 2"
2119,"Francisco Del Rosario","francisco.del.rosario@calauan.local","demo-farmer-2119","Palina"
2120,"Dolores Jimenez","dolores.jimenez@calauan.local","demo-farmer-2120","Poblacion 1"
2121,"Rosa Mendoza","rosa.mendoza@calauan.local","demo-farmer-2121","Balayhangin"
2122,"Maria Ramos","maria.ramos@calauan.local","demo-farmer-2122","Kanluran Talaongan"
2123,"Rosa Mendoza","rosa.mendoza@calauan.local","demo-farmer-2123","Bubukal"
2124,"Rosa Diaz","rosa.diaz@calauan.local","demo-farmer-2124","Poblacion 4"
2125,"Ana Herrera","ana.herrera@calauan.local","demo-farmer-2125","San Isidro"
2126,"Dolores Lopez","dolores.lopez@calauan.local","demo-farmer-2126","Poblacion 4"
2127,"Carmen Torres","carmen.torres@calauan.local","demo-farmer-2127","Talolong"
2128,"Jose Ramirez","jose.ramirez@calauan.local","demo-farmer-2128","Talolong"
2129,"Luis Rivera","luis.rivera@calauan.local","demo-farmer-2129","Silangan Talaongan"
2130,"Gloria Reyes","gloria.reyes@calauan.local","demo-farmer-2130","Calumpang"
2131,"Pedro Herrera","pedro.herrera@calauan.local","demo-farmer-2131","Lamot 1"
2132,"Luis Garcia","luis.garcia@calauan.local","demo-farmer-2132","Kanluran Talaongan"
2133,"Maria Jimenez","maria.jimenez@calauan.local","demo-farmer-2133","Bungkol"
2134,"Gloria Castro","gloria.castro@calauan.local","demo-farmer-2134","San Isidro"
2135,"Elena Del Rosario","elena.del.rosario@calauan.local","demo-farmer-2135","Palina"
2136,"Mercedes Morales","mercedes.morales@calauan.local","demo-farmer-2136","Bungkol"
2137,"Luis Ramirez","luis.ramirez@calauan.local","demo-farmer-2137","Poblacion 2"
2138,"Maria Lopez","maria.lopez@calauan.local","demo-farmer-2138","Lamot 2"
2139,"Roberto Villanueva","roberto.villanueva@calauan.local","demo-farmer-2139","Lamot 2"
2140,"Miguel Santos","miguel.santos@calauan.local","demo-farmer-2140","Poblacion 5"
2141,"Ana Jimenez","ana.jimenez@calauan.local","demo-farmer-2141","Calumpang"
2142,"Manuel Gutierrez","manuel.gutierrez@calauan.local","demo-farmer-2142","Calumpang"
2143,"Fernando Bautista","fernando.bautista@calauan.local","demo-farmer-2143","San Isidro"
2144,"Ramon Diaz","ramon.diaz@calauan.local","demo-farmer-2144","Poblacion 2"
2145,"Manuel Rivera","manuel.rivera@calauan.local","demo-farmer-2145","Poblacion 3"
2146,"Roberto Rivera","roberto.rivera@calauan.local","demo-farmer-2146","Santo Tomas"
2147,"Ricardo Garcia","ricardo.garcia@calauan.local","demo-farmer-2147","Bungkol"
2148,"Miguel Aquino","miguel.aquino@calauan.local","demo-farmer-2148","Lamot 1"
2149,"Miguel Ortiz","miguel.ortiz@calauan.local","demo-farmer-2149","Bubukal"
2150,"Pedro Ortiz","pedro.ortiz@calauan.local","demo-farmer-2150","Calumpang"
2151,"Juan Martinez","juan.martinez@calauan.local","demo-farmer-2151","Poblacion 4"
2152,"Rosa Santos","rosa.santos@calauan.local","demo-farmer-2152","Calumpang"
2153,"Maria Herrera","maria.herrera@calauan.local","demo-farmer-2153","Calumpang"
2154,"Ricardo Ramirez","ricardo.ramirez@calauan.local","demo-farmer-2154","Balayhangin"
2155,"Maria Rivera","maria.rivera@calauan.local","demo-farmer-2155","Silangan Talaongan"
2156,"Rosa Jimenez","rosa.jimenez@calauan.local","demo-farmer-2156","Calumpang"
2157,"Pedro Ortiz","pedro.ortiz@calauan.local","demo-farmer-2157","Balayhangin"
2158,"Pedro Villanueva","pedro.villanueva@calauan.local","demo-farmer-2158","Palina"
2159,"Mercedes Castro","mercedes.castro@calauan.local","demo-farmer-2159","Santo Tomas"
2160,"Dolores Cruz","dolores.cruz@calauan.local","demo-farmer-2160","Bungkol"
2161,"Mercedes Diaz","mercedes.diaz@calauan.local","demo-farmer-2161","Santo Tomas"
2162,"Ricardo Martinez","ricardo.martinez@calauan.local","demo-farmer-2162","Poblacion 3"
2163,"Luis Santos","luis.santos@calauan.local","demo-farmer-2163","Poblacion 2"
2164,"Antonio Mendoza","antonio.mendoza@calauan.local","demo-farmer-2164","San Isidro"
2165,"Ramon Fernandez","ramon.fernandez@calauan.local","demo-farmer-2165","Poblacion 2"
2166,"Pedro Ramos","pedro.ramos@calauan.local","demo-farmer-2166","Santo Tomas"
2167,"Elena Lopez","elena.lopez@calauan.local","demo-farmer-2167","Balayhangin"
2168,"Jose Jimenez","jose.jimenez@calauan.local","demo-farmer-2168","Lamot 1"
2169,"Elena Bautista","elena.bautista@calauan.local","demo-farmer-2169","Poblacion 3"
2170,"Luis Cruz","luis.cruz@calauan.local","demo-farmer-2170","Dayap"
2171,"Teresa Ramos","teresa.ramos@calauan.local","demo-farmer-2171","Kanluran Talaongan"
2172,"Manuel Ramos","manuel.ramos@calauan.local","demo-farmer-2172","Dayap"
2173,"Miguel Del Rosario","miguel.del.rosario@calauan.local","demo-farmer-2173","Santo Tomas"
2174,"Roberto Gutierrez","roberto.gutierrez@calauan.local","demo-farmer-2174","Silangan Talaongan"
2175,"Luis Lopez","luis.lopez@calauan.local","demo-farmer-2175","Lamot 2"
2176,"Elena Fernandez","elena.fernandez@calauan.local","demo-farmer-2176","Santo Tomas"
2177,"Carlos Aquino","carlos.aquino@calauan.local","demo-farmer-2177","Dayap"
2178,"Rosa Flores","rosa.flores@calauan.local","demo-farmer-2178","Dila"
2179,"Ana Del Rosario","ana.del.rosario@calauan.local","demo-farmer-2179","Silangan Talaongan"
2180,"Juan Rivera","juan.rivera@calauan.local","demo-farmer-2180","Kanluran Talaongan"
2181,"Maria Rivera","maria.rivera@calauan.local","demo-farmer-2181","Lamot 2"
2182,"Francisco Ortiz","francisco.ortiz@calauan.local","demo-farmer-2182","Balayhangin"
2183,"Dolores Morales","dolores.morales@calauan.local","demo-farmer-2183","Calumpang"
2184,"Ricardo Flores","ricardo.flores@calauan.local","demo-farmer-2184","Poblacion 4"
2185,"Rosa Gonzalez","rosa.gonzalez@calauan.local","demo-farmer-2185","Kanluran Talaongan"
2186,"Dolores Mendoza","dolores.mendoza@calauan.local","demo-farmer-2186","Balayhangin"
2187,"Miguel Lopez","miguel.lopez@calauan.local","demo-farmer-2187","Lamot 2"
2188,"Isabel Cruz","isabel.cruz@calauan.local","demo-farmer-2188","Santo Tomas"
2189,"Jose Ramos","jose.ramos@calauan.local","demo-farmer-2189","Dila"
2190,"Isabel Ramos","isabel.ramos@calauan.local","demo-farmer-2190","Lamot 2"
2191,"Miguel Gonzalez","miguel.gonzalez@calauan.local","demo-farmer-2191","Poblacion 2"
